שם מוצר,מחיר מוצר,שנה,חודש,ספירת כפולים,מחיר לקילו/100 גרם/ ליטר,מספר החנות,שינוי מחיר באחוזים,כמות המוצרים שהמחיר השתנה,השינוי במחיר בממוצע לכלל המוצרים בכלל הסניפים
מארז באגסי ברביקיו 2,8.9,2015,1,2,2.22,6,no,,
מארז באגסי ברביקיו 2,7.9,2015,1,1,1.98,9,no,,
מארז באגסי ברביקיו 2,8.9,2015,1,1,2.22,10,no,,
מארז באגסי ברביקיו 2,8.9,2015,1,1,2.22,13,no,,
מארז באגסי ברביקיו 2,8.9,2015,1,1,2.22,20,no,,
מארז באגסי ברביקיו 2,8.9,2015,1,1,2.22,28,no,,
מארז באגסי גריל 20*2,8.9,2015,1,4,2.22,1,no,,
מארז באגסי גריל 20*2,8.9,2015,1,1,2.22,3,no,,
מארז באגסי גריל 20*2,8.9,2015,1,2,2.22,6,no,,
מארז באגסי גריל 20*2,7.9,2015,1,1,1.98,9,no,,
מארז באגסי גריל 20*2,8.9,2015,1,1,2.22,10,no,,
מארז באגסי גריל 20*2,8.9,2015,1,1,2.22,13,no,,
מארז באגסי גריל 20*2,8.9,2015,1,1,2.22,20,no,,
מארז באגסי גריל 20*2,8.9,2015,1,1,2.22,28,no,,
מארז באגסי פיצה 20*2,8.9,2015,1,1,2.22,3,no,,
מארז באגסי פיצה 20*2,8.9,2015,1,2,2.22,6,no,,
מארז באגסי פיצה 20*2,7.9,2015,1,1,1.98,9,no,,
מארז באגסי פיצה 20*2,8.9,2015,1,1,2.22,10,no,,
מארז באגסי פיצה 20*2,8.9,2015,1,1,2.22,13,no,,
מארז באגסי פיצה 20*2,8.9,2015,1,1,2.22,20,no,,
מארז באגסי פיצה 20*2,8.9,2015,1,1,2.22,28,no,,
מארז באגסי פלאפל 20*,8.9,2021,6,1,2.22,3,no,,
מארז באגסי פלאפל 20*,8.9,2021,6,2,2.22,6,no,,
מארז באגסי פלאפל 20*,7.9,2021,6,1,1.98,9,no,,
מארז באגסי פלאפל 20*,8.9,2021,6,1,2.22,10,no,,
מארז באגסי פלאפל 20*,8.9,2021,6,1,2.22,13,no,,
מארז באגסי פלאפל 20*,8.9,2021,6,1,2.22,20,no,,
מארז באגסי פלאפל 20*,8.9,2021,6,1,2.22,28,no,,
מארז באגסי קטשופ 20*,8.9,2021,6,1,2.22,3,no,,
מארז באגסי קטשופ 20*,8.9,2021,6,1,2.22,10,no,,
מארז באגסי קטשופ 20*,8.9,2021,6,1,2.22,20,no,,
מארז באגסי קטשופ 20*,8.9,2021,6,1,2.22,28,no,,
מארז באפי 20*10 גרם,8.9,2016,12,4,4.45,1,no,,
מארז באפי 20*10 גרם,8.9,2016,12,1,4.45,3,no,,
מארז באפי 20*10 גרם,8.9,2016,12,1,4.45,13,no,,
מארז באפי 20*10 גרם,8.9,2016,12,1,4.45,28,no,,
מארז בוטנים וחמוציות,12.9,2018,1,2,6.45,6,no,,
מארז בוטנים וחמוציות,12.9,2018,1,1,6.45,9,no,,
מארז בוטנים וחמוציות,12.9,2018,1,1,6.45,13,no,,
מארז בוטנים וחמוציות,12.9,2018,1,1,6.45,20,no,,
מארז בוטנים מצופים מ,10,2022,1,4,2.78,1,no,,
מארז בוטנים מצופים מ,10,2022,1,1,2.78,3,no,,
מארז בוטנים מצופים מ,10,2022,1,2,2.78,6,no,,
מארז בוטנים מצופים מ,10,2022,1,1,2.78,9,no,,
מארז בוטנים מצופים מ,10,2022,1,1,2.78,10,no,,
מארז בוטנים מצופים מ,10,2022,1,1,2.78,13,no,,
מארז בוטנים מצופים מ,10,2022,1,1,2.78,20,no,,
מארז בוטנים מצופים מ,10,2022,1,1,2.78,28,no,,
מארז בולי 10*25 גרם,7.9,2019,11,4,3.16,1,no,,
מארז בולי 10*25 גרם,7.9,2019,10,1,3.16,3,no,,
מארז בולי 10*25 גרם,7.9,2019,10,2,3.16,6,no,,
מארז בולי 10*25 גרם,7.9,2019,11,1,3.16,9,no,,
מארז בולי 10*25 גרם,7.9,2019,11,1,3.16,20,no,,
מארז בולי 10*25 גרם,7.9,2019,11,1,3.16,28,no,,
מארז ביצים בינוני 2*,51.5,2020,7,4,0,1,no,,
מארז ביצים בינוני 2*,51.5,2020,7,1,0,3,no,,
מארז ביצים בינוני 2*,51.5,2020,7,2,0,6,no,,
מארז ביצים בינוני 2*,51.5,2020,7,1,0,9,no,,
מארז ביצים בינוני 2*,51.5,2020,7,1,0,10,no,,
מארז ביצים בינוני 2*,51.5,2020,7,1,0,13,no,,
מארז ביצים בינוני 2*,51.5,2020,7,1,0,20,no,,
מארז ביצים בינוני 2*,51.5,2020,7,1,0,28,no,,
מארז בירה אלכסנדר 4*,49.9,2021,11,1,0,10,no,,
מארז בירה גולדסטאר 1,34.9,2020,7,1,17.63,3,no,,
מארז בירה גולדסטאר 1,34.9,2020,7,2,17.63,6,no,,
מארז בירה גולדסטאר 1,29.9,2020,7,1,15.1,9,no,,
מארז בירה גולדסטאר 1,29.9,2020,7,1,15.1,10,no,,
מארז בירה גולדסטאר 1,34.9,2020,7,1,17.63,13,no,,
מארז בירה גולדסטאר 1,29.9,2020,7,1,15.1,20,no,,
מארז בירה גולדסטאר 1,34.9,2020,7,1,17.63,28,no,,
מארז בירה גולדסטאר 4,29.9,2019,2,4,15.1,1,no,,
מארז בירה גולדסטאר 4,32.9,2020,7,4,16.62,1,0.100662252,,
מארז בירה גולדסטאר 4,29.9,2021,8,8,14.95,1,-0.100481348,,
מארז בירה גולדסטאר 4,29.9,2019,2,1,15.1,3,no,,
מארז בירה גולדסטאר 4,34.9,2020,7,1,17.63,3,0.167549669,,
מארז בירה גולדסטאר 4,29.9,2021,8,2,14.95,3,-0.152013613,,
מארז בירה גולדסטאר 4,29.9,2019,2,2,15.1,6,no,,
מארז בירה גולדסטאר 4,32.9,2020,7,2,16.62,6,0.100662252,,
מארז בירה גולדסטאר 4,29.9,2019,2,1,15.1,9,no,,
מארז בירה גולדסטאר 4,29.9,2020,7,1,15.1,9,0,,
מארז בירה גולדסטאר 4,29.9,2019,2,1,15.1,10,no,,
מארז בירה גולדסטאר 4,29.9,2020,7,1,15.1,10,0,,
מארז בירה גולדסטאר 4,26.9,2021,8,1,13.45,10,-0.109271523,,
מארז בירה גולדסטאר 4,29.9,2021,8,1,14.95,10,0.111524164,,
מארז בירה גולדסטאר 4,24.9,2019,2,1,12.58,13,no,,
מארז בירה גולדסטאר 4,29.9,2020,7,1,15.1,13,0.200317965,,
מארז בירה גולדסטאר 4,29.9,2021,8,2,14.95,13,-0.009933775,,
מארז בירה גולדסטאר 4,29.9,2019,2,1,15.1,20,no,,
מארז בירה גולדסטאר 4,32.9,2020,7,1,16.62,20,0.100662252,,
מארז בירה גולדסטאר 4,29.9,2019,2,1,15.1,28,no,,
מארז בירה גולדסטאר 4,32.9,2020,7,1,16.62,28,0.100662252,,
מארז בירה גולדסטאר 4,24.9,2021,8,1,12.45,28,-0.250902527,,
מארז בירה גולדסטאר 4,29.9,2021,8,1,14.95,28,0.200803213,,
מארז בירה גולדסטאר ל,43.9,2020,2,4,14.63,1,no,,
מארז בירה גולדסטאר ל,43.9,2021,1,1,14.63,3,no,,
מארז בירה הוגרדן 4.9,39.9,2021,1,2,20.15,1,no,,
מארז בירה הוגרדן 4.9,39.9,2021,1,1,20.15,20,no,,
מארז בירה הוגרדן 4.9,39.9,2021,1,1,20.15,28,no,,
מארז בירה היינקן 5%,32.9,2020,7,4,16.62,1,no,,
מארז בירה היינקן 5%,29.9,2020,7,1,15.1,3,no,,
מארז בירה היינקן 5%,32.9,2020,7,2,16.62,6,no,,
מארז בירה היינקן 5%,29.9,2020,7,1,15.1,9,no,,
מארז בירה היינקן 5%,29.9,2020,7,1,15.1,10,no,,
מארז בירה היינקן 5%,29.9,2020,7,1,15.1,13,no,,
מארז בירה היינקן 5%,32.9,2020,7,1,16.62,20,no,,
מארז בירה היינקן 5%,29.9,2020,7,1,15.1,28,no,,
מארז בירה טובורג רד,32.9,2019,1,4,16.62,1,no,,
מארז בירה טובורג רד,29.9,2019,1,1,15.1,3,no,,
מארז בירה טובורג רד,32.9,2019,1,2,16.62,6,no,,
מארז בירה טובורג רד,29.9,2019,1,1,15.1,9,no,,
מארז בירה טובורג רד,29.9,2019,1,1,15.1,10,no,,
מארז בירה טובורג רד,32.9,2019,1,1,16.62,13,no,,
מארז בירה טובורג רד,32.9,2019,1,1,16.62,20,no,,
מארז בירה טובורג רד,32.9,2019,1,1,16.62,28,no,,
מארז בירה לף בלונד 6,39.9,2021,1,4,20.15,1,no,,
מארז בירה לף בלונד 6,39.9,2021,1,1,20.15,13,no,,
מארז בירה לף בלונד 6,39.9,2021,1,1,20.15,20,no,,
מארז בירה לף בראון 6,39.9,2021,1,2,20.15,1,no,,
מארז בירה לף בראון 6,39.9,2021,1,1,20.15,13,no,,
מארז בירה לף בראון 6,39.9,2021,1,1,20.15,20,no,,
מארז בירה לף בראון 6,39.9,2021,1,1,20.15,28,no,,
מארז בירה סטלה 5% 6*,34.9,2021,10,4,17.63,1,no,,
מארז בירה סטלה 5% 6*,34.9,2021,10,1,17.63,3,no,,
מארז בירה סטלה 5% 6*,34.9,2021,10,2,17.63,6,no,,
מארז בירה סטלה 5% 6*,24.9,2021,10,1,12.58,9,no,,
מארז בירה סטלה 5% 6*,29.9,2021,10,1,15.1,10,no,,
מארז בירה סטלה 5% 6*,24.9,2021,10,1,12.58,13,no,,
מארז בירה סטלה 5% 6*,34.9,2021,11,1,17.63,20,no,,
מארז בירה סטלה 5% 6*,34.9,2021,10,1,17.63,28,no,,
מארז בירה סטלה ארטוא,29.9,2021,1,2,15.1,1,no,,
מארז בירה קורונה 4.5,34.9,2019,5,4,16.39,1,no,,
מארז בירה קורונה 4.5,34.9,2019,5,1,16.39,3,no,,
מארז בירה קורונה 4.5,34.9,2019,5,2,16.39,6,no,,
מארז בירה קורונה 4.5,34.9,2019,5,1,16.39,9,no,,
מארז בירה קורונה 4.5,34.9,2019,5,1,16.39,13,no,,
מארז בירה קורונה 4.5,34.9,2019,5,1,16.39,20,no,,
מארז בירה קורונה 4.5,34.9,2019,5,1,16.39,28,no,,
מארז בירה קרומבאכר פ,31.9,2021,4,4,16.11,1,no,,
מארז בירה קרומבאכר פ,29.9,2021,4,1,15.1,3,no,,
מארז בירה קרומבאכר פ,31.9,2021,4,1,16.11,9,no,,
מארז בירה קרומבאכר פ,29.9,2021,4,1,15.1,10,no,,
מארז בירה קרומבאכר פ,29.9,2021,4,1,15.1,13,no,,
מארז בירה קרומבאכר פ,31.9,2021,4,1,16.11,20,no,,
מארז בירה קרומבאכר פ,31.9,2021,4,1,16.11,28,no,,
מארז בירה קרלסברג 5%,32.9,2017,7,4,16.62,1,no,,
מארז בירה קרלסברג 5%,32.9,2017,7,1,16.62,3,no,,
מארז בירה קרלסברג 5%,32.9,2017,7,2,16.62,6,no,,
מארז בירה קרלסברג 5%,29.9,2017,7,1,15.1,9,no,,
מארז בירה קרלסברג 5%,29.9,2017,7,1,15.1,10,no,,
מארז בירה קרלסברג 5%,29.9,2017,7,1,15.1,13,no,,
מארז בירה קרלסברג 5%,32.9,2017,7,1,16.62,20,no,,
מארז בירה קרלסברג 5%,32.9,2017,7,1,16.62,28,no,,
מארז בירה קרלסברג לו,34.9,2020,9,2,17.63,1,no,,
מארז בירה קרלסברג לו,32.9,2020,9,1,16.62,3,no,,
מארז בירה קרלסברג לו,34.9,2020,9,2,17.63,6,no,,
מארז בירה קרלסברג לו,32.9,2020,9,1,16.62,9,no,,
מארז בירה קרלסברג לו,34.9,2020,9,1,17.63,13,no,,
מארז בירה קרלסברג לו,32.9,2020,9,1,16.62,28,no,,
מארז בירה קרלסברג לל,29.9,2021,6,2,15.1,1,no,,
מארז בירה קרלסברג לל,29.9,2021,6,1,15.1,3,no,,
מארז בירה קרלסברג לל,24.9,2021,6,1,12.58,9,no,,
מארז בירה קרלסברג לל,29.9,2021,6,1,15.1,13,no,,
מארז בירה קרלסברג לל,29.9,2021,6,1,15.1,20,no,,
מארז בירה שנדי אפרסק,24.9,2018,10,1,12.58,3,no,,
מארז בירה שנדי אפרסק,24.9,2018,10,2,12.58,6,no,,
מארז בירה שנדי אפרסק,24.9,2018,10,1,12.58,9,no,,
מארז בירה שנדי אפרסק,24.9,2018,11,1,12.58,10,no,,
מארז בירה שנדי אפרסק,29.9,2018,10,1,15.1,13,no,,
מארז בירה שנדי אפרסק,29.9,2018,10,1,15.1,20,no,,
מארז בירה שנדי אפרסק,24.9,2018,10,1,12.58,28,no,,
מארז במבה 15*25 גרם,17.9,2017,12,4,4.77,1,no,,
מארז במבה 15*25 גרם,17.9,2017,12,1,4.77,3,no,,
מארז במבה 15*25 גרם,17.9,2017,12,2,4.77,6,no,,
מארז במבה 15*25 גרם,17.9,2017,12,1,4.77,9,no,,
מארז במבה 15*25 גרם,17.9,2017,12,1,4.77,10,no,,
מארז במבה 15*25 גרם,17.9,2017,12,1,4.77,13,no,,
מארז במבה 15*25 גרם,17.9,2017,12,1,4.77,20,no,,
מארז במבה 15*25 גרם,14.9,2017,12,1,3.97,28,no,,
מארז במבה 5*50 גרם,12.9,2020,8,4,5.16,1,no,,
מארז במבה 5*50 גרם,12.9,2020,8,1,5.16,3,no,,
מארז במבה 5*50 גרם,12.9,2020,8,2,5.16,6,no,,
מארז במבה 5*50 גרם,11.9,2020,8,1,4.76,9,no,,
מארז במבה 5*50 גרם,12.9,2020,8,1,5.16,10,no,,
מארז במבה 5*50 גרם,12.9,2020,8,1,5.16,13,no,,
מארז במבה 5*50 גרם,11.9,2020,8,1,4.76,20,no,,
מארז במבה 5*50 גרם,12.9,2020,8,1,5.16,28,no,,
מארז במבה במילוי נוג,11.9,2016,3,4,7.93,1,no,,
מארז במבה במילוי נוג,11.9,2016,3,1,7.93,3,no,,
מארז במבה במילוי נוג,11.9,2016,3,2,7.93,6,no,,
מארז במבה במילוי נוג,11.9,2016,3,1,7.93,9,no,,
מארז במבה במילוי נוג,11.9,2016,3,1,7.93,10,no,,
מארז במבה במילוי נוג,11.9,2016,3,1,7.93,13,no,,
מארז במבה במילוי נוג,11.9,2016,3,1,7.93,20,no,,
מארז במבה במילוי נוג,11.9,2016,3,1,7.93,28,no,,
מארז במבה מתוקה  15*,17.9,2020,1,4,7.96,1,no,,
מארז במבה מתוקה  15*,17.9,2020,1,2,7.96,6,no,,
מארז במבה מתוקה  15*,17.9,2020,1,1,7.96,9,no,,
מארז במבה מתוקה  15*,17.9,2020,1,1,7.96,10,no,,
מארז במבה מתוקה  15*,17.9,2020,1,1,7.96,13,no,,
מארז במבה מתוקה  15*,17.9,2020,1,1,7.96,20,no,,
מארז במבה מתוקה  15*,17.9,2020,1,1,7.96,28,no,,
מארז גבינה 5% תנובה,23.9,2019,6,4,14.06,1,no,,
מארז גבינה 5% תנובה,21.9,2019,7,1,12.88,3,no,,
מארז גבינה 5% תנובה,21.9,2019,6,1,12.88,6,no,,
מארז גבינה 5% תנובה,23.9,2019,6,1,14.06,6,0.091614907,,
מארז גבינה 5% תנובה,23.9,2019,6,1,14.06,9,no,,
מארז גבינה 5% תנובה,26.9,2019,7,1,15.82,10,no,,
מארז גבינה 5% תנובה,28.9,2019,6,1,17,13,no,,
מארז גבינה 5% תנובה,23.9,2019,6,1,14.06,20,no,,
מארז גבינה 5% תנובה,23.9,2019,6,1,14.06,28,no,,
מארז גולדסטאר ב.חוזר,34.9,2017,6,4,11.63,1,no,,
מארז גולדסטאר ב.חוזר,34.9,2017,6,1,11.63,3,no,,
מארז גליליות למילוי,14.9,2020,12,4,9.93,1,no,,
מארז גליליות למילוי,14.9,2020,12,1,9.93,3,no,,
מארז גליליות למילוי,14.9,2020,12,2,9.93,6,no,,
מארז גליליות למילוי,14.9,2020,12,1,9.93,9,no,,
מארז גליליות למילוי,14.9,2020,12,1,9.93,10,no,,
מארז גליליות למילוי,14.9,2020,12,1,9.93,13,no,,
מארז גליליות למילוי,14.9,2020,12,1,9.93,20,no,,
מארז גליליות למילוי,14.9,2020,12,1,9.93,28,no,,
מארז גמדים תות בננה,17.9,2018,4,4,2.24,1,no,,
מארז גמדים תות בננה,17.9,2018,4,1,2.24,3,no,,
מארז גמדים תות בננה,17.9,2018,4,2,2.24,6,no,,
מארז גמדים תות בננה,17.9,2018,4,1,2.24,9,no,,
מארז גמדים תות בננה,17.9,2018,4,1,2.24,10,no,,
מארז גמדים תות בננה,17.9,2018,4,1,2.24,13,no,,
מארז גמדים תות בננה,15.9,2018,4,1,1.99,20,no,,
מארז גמדים תות בננה,15.9,2018,4,1,1.99,28,no,,
מארז גמדים תות ובננה,17.9,2015,1,4,2.24,1,no,,
מארז גמדים תות ובננה,17.9,2015,1,1,2.24,3,no,,
מארז גמדים תות ובננה,17.9,2015,1,2,2.24,6,no,,
מארז גמדים תות ובננה,17.9,2015,1,1,2.24,9,no,,
מארז גמדים תות ובננה,17.9,2015,1,1,2.24,10,no,,
מארז גמדים תות ובננה,17.9,2015,1,1,2.24,13,no,,
מארז גמדים תות ובננה,15.9,2015,1,1,1.99,20,no,,
מארז גמדים תות ובננה,15.9,2015,1,1,1.99,28,no,,
מארז גמדים תות/ תפוח,10.9,2015,1,4,2.72,1,no,,
מארז גמדים תות/ תפוח,9.9,2015,1,1,2.47,3,no,,
מארז גמדים תות/ תפוח,10.9,2015,1,2,2.72,6,no,,
מארז גמדים תות/ תפוח,9.9,2015,1,1,2.47,9,no,,
מארז גמדים תות/ תפוח,9.9,2015,1,1,2.47,10,no,,
מארז גמדים תות/ תפוח,10.9,2015,1,1,2.72,13,no,,
מארז גמדים תות/ תפוח,10.9,2015,1,1,2.72,20,no,,
מארז גמדים תות/ תפוח,10.9,2015,1,1,2.72,28,no,,
מארז דובונים 5*20 גר,12.9,2015,1,4,12.9,1,no,,
מארז דובונים 5*20 גר,12.9,2015,1,1,12.9,3,no,,
מארז דובונים 5*20 גר,12.9,2015,1,2,12.9,6,no,,
מארז דובונים 5*20 גר,11.9,2015,1,1,11.9,9,no,,
מארז דובונים 5*20 גר,12.9,2015,1,1,12.9,10,no,,
מארז דובונים 5*20 גר,12.9,2015,1,1,12.9,13,no,,
מארז דובונים 5*20 גר,12.9,2015,1,1,12.9,20,no,,
מארז דובונים 5*20 גר,12.9,2015,1,1,12.9,28,no,,
מארז דוריטוס גריל 10,10.9,2018,10,4,4.36,1,no,,
מארז דוריטוס גריל 10,10.9,2018,10,1,4.36,3,no,,
מארז דוריטוס גריל 10,10.9,2018,10,2,4.36,6,no,,
מארז דוריטוס גריל 10,10.9,2018,10,1,4.36,9,no,,
מארז דוריטוס גריל 10,10.9,2019,2,1,4.36,10,no,,
מארז דוריטוס גריל 10,10.9,2018,10,1,4.36,13,no,,
מארז דוריטוס גריל 10,10.9,2018,10,1,4.36,20,no,,
מארז דוריטוס גריל 10,10.9,2018,10,1,4.36,28,no,,
מארז דוריטוס חמוץ חר,10.9,2018,10,4,4.36,1,no,,
מארז דוריטוס חמוץ חר,10.9,2018,10,1,4.36,3,no,,
מארז דוריטוס חמוץ חר,10.9,2018,10,2,4.36,6,no,,
מארז דוריטוס חמוץ חר,10.9,2018,10,1,4.36,9,no,,
מארז דוריטוס חמוץ חר,10.9,2019,2,1,4.36,10,no,,
מארז דוריטוס חמוץ חר,10.9,2018,10,1,4.36,13,no,,
מארז דוריטוס חמוץ חר,10.9,2018,10,1,4.36,20,no,,
מארז דוריטוס חמוץ חר,10.9,2018,10,1,4.36,28,no,,
מארז דנונה במתיקות מ,17.9,2021,2,4,14.92,1,no,,
מארז דנונה במתיקות מ,14.9,2021,2,1,12.42,3,no,,
מארז דנונה במתיקות מ,17.9,2021,2,2,14.92,6,no,,
מארז דנונה במתיקות מ,17.9,2021,2,1,14.92,9,no,,
מארז דנונה במתיקות מ,17.9,2021,2,1,14.92,10,no,,
מארז דנונה במתיקות מ,17.9,2021,2,1,14.92,13,no,,
מארז דנונה במתיקות מ,17.9,2021,2,1,14.92,20,no,,
מארז דנונה במתיקות מ,17.9,2021,2,1,14.92,28,no,,
מארז דנונה פרי תות 1,19.9,2017,11,4,16.58,1,no,,
מארז דנונה פרי תות 1,17.9,2017,11,1,14.92,3,no,,
מארז דנונה פרי תות 1,19.9,2017,11,2,16.58,6,no,,
מארז דנונה פרי תות 1,17.9,2017,11,1,14.92,9,no,,
מארז דנונה פרי תות 1,17.9,2017,11,1,14.92,10,no,,
מארז דנונה פרי תות 1,19.9,2017,11,1,16.58,13,no,,
מארז דנונה פרי תות 1,19.9,2017,11,1,16.58,20,no,,
מארז דנונה פרי תות 1,17.9,2017,11,1,14.92,28,no,,
מארז דני וניל 8*125,14.9,2018,10,4,14.9,1,no,,
מארז דני וניל 8*125,14.9,2018,10,1,14.9,3,no,,
מארז דני וניל 8*125,14.9,2018,10,2,14.9,6,no,,
מארז דני וניל 8*125,14.9,2018,10,1,14.9,9,no,,
מארז דני וניל 8*125,14.9,2019,2,1,14.9,10,no,,
מארז דני וניל 8*125,14.9,2018,10,1,14.9,13,no,,
מארז דני וניל 8*125,14.9,2018,10,1,14.9,20,no,,
מארז דני וניל 8*125,12.9,2018,10,1,12.9,28,no,,
מארז דני שוקולד 8*12,14.9,2018,10,4,14.9,1,no,,
מארז דני שוקולד 8*12,14.9,2018,10,1,14.9,3,no,,
מארז דני שוקולד 8*12,14.9,2018,10,2,14.9,6,no,,
מארז דני שוקולד 8*12,14.9,2018,10,1,14.9,9,no,,
מארז דני שוקולד 8*12,14.9,2019,2,1,14.9,10,no,,
מארז דני שוקולד 8*12,14.9,2018,10,1,14.9,13,no,,
מארז דני שוקולד 8*12,14.9,2018,10,1,14.9,20,no,,
מארז דני שוקולד 8*12,12.9,2018,10,1,12.9,28,no,,
מארז הפסקת אוכל דגני,8.9,2018,8,4,5.93,1,no,,
מארז הפסקת אוכל דגני,8.9,2018,8,1,5.93,9,no,,
מארז הפסקת אוכל דגני,8.9,2018,8,1,5.93,10,no,,
מארז הפסקת אוכל דגני,8.9,2018,8,1,5.93,13,no,,
מארז הפסקת אוכל דגני,8.9,2018,8,1,5.93,20,no,,
מארז הפסקת אוכל חלב,8.9,2018,8,4,5.93,1,no,,
מארז הפסקת אוכל חלב,8.9,2018,8,1,5.93,3,no,,
מארז הפסקת אוכל חלב,8.9,2018,8,1,5.93,9,no,,
מארז הפסקת אוכל חלב,8.9,2018,8,1,5.93,10,no,,
מארז הפסקת אוכל חלב,8.9,2018,8,1,5.93,13,no,,
מארז הפסקת אוכל חלב,8.9,2018,8,1,5.93,20,no,,
מארז הפסקת אוכל חלב,8.9,2018,8,1,5.93,28,no,,
מארז חטיף בוטנים עם,12.9,2021,10,4,8.06,1,no,,
מארז חטיף בוטנים עם,11.9,2021,10,1,7.44,3,no,,
מארז חטיף בוטנים עם,11.9,2021,10,1,7.44,9,no,,
מארז חטיף בוטנים עם,11.9,2021,10,1,7.44,10,no,,
מארז חטיף בוטנים עם,12.9,2021,10,1,8.06,13,no,,
מארז חטיף בוטנים עם,12.9,2021,10,1,8.06,20,no,,
מארז חטיף בוטנים עם,12.9,2021,10,1,8.06,28,no,,
מארז חטיף דגנים עם פ,12.9,2018,6,4,7.72,1,no,,
מארז חטיף דגנים עם פ,11.9,2018,6,1,7.13,3,no,,
מארז חטיף דגנים עם פ,12.9,2018,6,2,7.72,6,no,,
מארז חטיף דגנים עם פ,12.9,2018,6,1,7.72,9,no,,
מארז חטיף דגנים עם פ,11.9,2018,6,1,7.13,10,no,,
מארז חטיף דגנים עם פ,12.9,2018,6,1,7.72,13,no,,
מארז חטיף דגנים עם פ,12.9,2018,6,1,7.72,20,no,,
מארז חטיף דגנים עם פ,11.9,2018,6,1,7.13,28,no,,
מארז חטיף דגנים קוקו,12.9,2018,6,2,8.16,1,no,,
מארז חטיף דגנים קוקו,11.9,2018,6,1,7.53,3,no,,
מארז חטיף דגנים קוקו,12.9,2018,6,2,8.16,6,no,,
מארז חטיף דגנים קוקו,12.9,2018,6,1,8.16,9,no,,
מארז חטיף דגנים קוקו,11.9,2018,6,1,7.53,10,no,,
מארז חטיף דגנים קוקו,12.9,2018,6,1,8.16,13,no,,
מארז חטיף דגנים קוקו,12.9,2018,6,1,8.16,20,no,,
מארז חטיף דגנים קוקו,11.9,2018,6,1,7.53,28,no,,
מארז חטיף דגנים שוגי,12.9,2018,6,8,6.86,1,no,,
מארז חטיף דגנים שוגי,11.9,2018,6,2,6.33,3,no,,
מארז חטיף דגנים שוגי,12.9,2018,6,4,6.86,6,no,,
מארז חטיף דגנים שוגי,12.9,2018,6,2,6.86,9,no,,
מארז חטיף דגנים שוגי,11.9,2018,6,2,6.33,10,no,,
מארז חטיף דגנים שוגי,12.9,2018,6,2,6.86,13,no,,
מארז חטיף דגנים שוגי,12.9,2018,6,1,6.86,20,no,,
מארז חטיף דגנים שוגי,11.9,2018,6,1,6.33,28,no,,
מארז חטיף פרי תמרים,14.9,2019,3,6,11.92,1,no,,
מארז חטיף פרי תמרים,14.9,2019,3,2,11.92,1,0,,
מארז חטיף פרי תמרים,14.9,2021,1,6,9.93,1,-0.166946309,,
מארז חטיף פרי תמרים,14.9,2021,2,6,0,1,-1,,
מארז חטיף פרי תמרים,14.9,2019,3,1,11.92,3,no,,
מארז חטיף פרי תמרים,14.9,2019,3,2,11.92,3,0,,
מארז חטיף פרי תמרים,14.9,2021,3,1,0,3,-1,,
מארז חטיף פרי תמרים,14.9,2019,3,1,11.92,9,no,,
מארז חטיף פרי תמרים,14.9,2021,1,1,9.93,9,-0.166946309,,
מארז חטיף פרי תמרים,14.9,2021,2,1,0,9,-1,,
מארז חטיף פרי תמרים,14.9,2021,2,1,11.92,9,#DIV/0!,,
מארז חטיף פרי תמרים,14.9,2019,3,1,11.92,10,no,,
מארז חטיף פרי תמרים,14.9,2019,3,2,11.92,10,0,,
מארז חטיף פרי תמרים,14.9,2021,2,1,0,10,-1,,
מארז חטיף פרי תמרים,14.9,2019,3,2,11.92,13,no,,
מארז חטיף פרי תמרים,14.9,2019,3,1,11.92,13,0,,
מארז חטיף פרי תמרים,14.9,2021,1,1,9.93,13,-0.166946309,,
מארז חטיף פרי תמרים,14.9,2021,2,1,0,13,-1,,
מארז חטיף פרי תמרים,14.9,2019,3,1,11.92,20,no,,
מארז חטיף פרי תמרים,14.9,2019,3,2,11.92,20,0,,
מארז חטיף פרי תמרים,14.9,2021,1,1,9.93,20,-0.166946309,,
מארז חטיף פרי תמרים,14.9,2021,2,1,0,20,-1,,
מארז חטיף פרי תמרים,13.9,2019,3,1,11.12,28,no,,
מארז חטיף פרי תמרים,14.9,2019,3,1,11.92,28,0.071942446,,
מארז חטיף פרי תמרים,14.9,2021,1,1,9.93,28,-0.166946309,,
מארז חטיף פרי תמרים,14.9,2021,1,1,9.93,28,0,,
מארז חטיף פרי תמרים,14.9,2021,3,1,0,28,-1,,
מארז חטיפי אנרג י שו,29.9,2022,1,1,5.19,20,no,,
מארז חטיפי אנרג'י שו,39.9,2018,6,8,6.93,1,no,,
מארז חטיפי אנרג'י שו,39.9,2018,6,1,6.93,3,no,,
מארז חטיפי אנרג'י שו,39.9,2018,6,2,6.93,6,no,,
מארז חטיפי אנרג'י שו,29.9,2018,6,1,5.19,9,no,,
מארז חטיפי אנרג'י שו,39.9,2018,6,1,6.93,10,no,,
מארז חטיפי אנרג'י שו,39.9,2018,6,1,6.93,13,no,,
מארז חטיפי אנרג'י שו,29.9,2018,6,1,5.19,28,no,,
מארז חטיפי דגני ילדי,34.9,2020,12,2,6.71,3,no,,
מארז חטיפי דגני ילדי,29.9,2020,12,2,5.75,10,no,,
מארז חטיפי דגני ילדי,34.9,2020,12,2,6.71,13,no,,
