שם מוצר,מחיר מוצר,שנה,חודש,ספירת כפולים,מחיר לקילו/100 גרם/ ליטר,מספר החנות,שינוי מחיר באחוזים,כמות המוצרים שהמחיר השתנה,השינוי במחיר בממוצע לכלל המוצרים בכלל הסניפים
אגוזי קשיו קלויים 15,9.9,2015,6,1,6.6,10,no,,
אגוזי קשיו קלויים 15,9.9,2015,6,1,6.6,13,no,,
אגוזי קשיו קלויים 15,9.9,2015,6,1,6.6,20,no,,
אגוזי קשיו קלויים 15,9.9,2015,6,1,6.6,28,no,,
אגוזים גרוסים מיה 30,19.9,2019,3,2,6.63,1,no,,
אגוזים גרוסים מיה 30,19.9,2019,3,1,6.63,3,no,,
אגוזים גרוסים מיה 30,19.9,2019,3,2,6.63,6,no,,
אגוזים גרוסים מיה 30,19.9,2019,3,1,6.63,9,no,,
אגוזים גרוסים מיה 30,19.9,2019,3,1,6.63,10,no,,
אגוזים גרוסים מיה 30,19.9,2019,3,1,6.63,13,no,,
אגס,11.9,2021,8,4,11.9,1,no,,
אגס,11.9,2021,2,1,11.9,3,no,,
אגס,7.9,2021,2,1,7.9,6,no,,
אגס,11.9,2021,2,1,11.9,6,0.506329114,,
אגס,11.9,2021,2,1,11.9,9,no,,
אגס,11.9,2019,5,1,11.9,10,no,,
אגס,7.9,2021,2,1,7.9,13,no,,
אגס,11.9,2018,11,1,11.9,20,no,,
אגס,7.9,2021,11,1,7.9,28,no,,
אגס אדום,13.9,2021,3,4,13.9,1,no,,
אגס אדום,12.9,2021,2,1,12.9,3,no,,
אגס אדום,12.9,2021,2,2,12.9,6,no,,
אגס אדום,13.9,2021,2,1,13.9,9,no,,
אגס אדום,11.9,2021,2,1,11.9,10,no,,
אגס אדום,13.9,2021,2,1,13.9,13,no,,
אגס אדום,13.9,2021,2,1,13.9,20,no,,
אגס אדום,13.9,2021,2,1,13.9,28,no,,
אגס ג'נטיל,11.9,2020,7,2,11.9,6,no,,
אגס ג'נטיל,11.9,2020,7,1,11.9,28,no,,
אגס חום,8.9,2021,1,4,8.9,1,no,,
אגס חום,13.9,2016,11,1,13.9,3,no,,
אגס חום,13.9,2016,3,2,13.9,6,no,,
אגס חום,13.9,2016,6,1,13.9,9,no,,
אגס חום,13.9,2015,11,1,13.9,13,no,,
אגס חום,11.9,2020,2,1,11.9,20,no,,
אגס חום,13.9,2020,4,1,13.9,28,no,,
אגס נאשי,9.9,2021,10,4,9.9,1,no,,
אגס נאשי,13.9,2021,2,1,13.9,3,no,,
אגס נאשי,13.9,2021,2,2,13.9,6,no,,
אגס נאשי,13.9,2021,2,1,13.9,9,no,,
אגס נאשי,11.9,2021,2,1,11.9,10,no,,
אגס נאשי,13.9,2021,2,1,13.9,13,no,,
אגס נאשי,13.9,2021,2,1,13.9,20,no,,
אגס נאשי,13.9,2021,2,1,13.9,28,no,,
אג'קס עם אקונומיקה ל,34.9,2019,12,4,0,1,no,,
אג'קס עם אקונומיקה ל,34.9,2019,12,1,0,3,no,,
אג'קס עם אקונומיקה ל,36.9,2019,12,2,0,6,no,,
אג'קס עם אקונומיקה ל,34.9,2019,12,1,0,9,no,,
אג'קס עם אקונומיקה ל,26.9,2019,12,1,0,10,no,,
אג'קס עם אקונומיקה ל,36.9,2019,12,1,0,13,no,,
אג'קס עם אקונומיקה ל,27.9,2019,12,1,0,20,no,,
אגרול סיני ירקות אלק,19.9,2015,1,4,19.9,1,no,,
אגרול סיני ירקות אלק,19.9,2015,1,1,19.9,3,no,,
אגרול סיני ירקות אלק,19.9,2015,1,2,19.9,6,no,,
אגרול סיני ירקות אלק,19.9,2015,1,1,19.9,9,no,,
אגרול סיני ירקות אלק,19.9,2015,1,1,19.9,10,no,,
אגרול סיני ירקות אלק,19.9,2015,1,1,19.9,13,no,,
אגרול סיני ירקות אלק,19.9,2015,1,1,19.9,20,no,,
אגרול סיני ש.האופים,16.9,2021,8,4,16.9,1,no,,
אגרול סיני ש.האופים,16.9,2021,8,1,16.9,3,no,,
אגרול סיני ש.האופים,16.9,2021,8,1,16.9,6,no,,
אגרול סיני ש.האופים,16.9,2021,8,1,16.9,10,no,,
אגרול סיני ש.האופים,16.9,2021,8,1,16.9,20,no,,
אגרול סיני ש.האופים,16.9,2021,8,1,16.9,28,no,,
אובלטים בשקית 500 גר,13.9,2015,1,2,2.78,1,no,,
אובלטים בשקית 500 גר,13.9,2015,1,1,2.78,3,no,,
אובלטים בשקית 500 גר,13.9,2015,1,2,2.78,6,no,,
אובלטים בשקית 500 גר,13.9,2015,1,1,2.78,9,no,,
אובלטים בשקית 500 גר,13.9,2015,1,1,2.78,10,no,,
אובלטים בשקית 500 גר,13.9,2015,1,1,2.78,13,no,,
אובלטים בשקית 500 גר,13.9,2015,1,1,2.78,20,no,,
אובלטים בשקית 500 גר,12.9,2015,1,1,2.58,28,no,,
אובלטים מלח ראשון 50,13.9,2021,6,1,2.78,3,no,,
אובלטים מלח ראשון 50,13.9,2021,6,1,2.78,9,no,,
אובלטים מלח ראשון 50,13.9,2021,6,1,2.78,10,no,,
אובלטים מלח ראשון 50,13.9,2021,6,1,2.78,28,no,,
אובלטים קימל ראשון 5,13.9,2021,6,4,2.78,1,no,,
אובלטים קימל ראשון 5,13.9,2021,6,1,2.78,3,no,,
אובלטים קימל ראשון 5,13.9,2021,6,1,2.78,9,no,,
אובלטים קימל ראשון 5,13.9,2021,6,1,2.78,10,no,,
אובלטים קימל ראשון 5,13.9,2021,6,1,2.78,13,no,,
אובלטים קימל ראשון 5,13.9,2021,6,1,2.78,28,no,,
אובלטים שומשום ראשון,13.9,2021,6,4,2.78,1,no,,
אובלטים שומשום ראשון,13.9,2021,6,1,2.78,3,no,,
אובלטים שומשום ראשון,13.9,2021,6,2,2.78,6,no,,
אובלטים שומשום ראשון,13.9,2021,6,1,2.78,9,no,,
אובלטים שומשום ראשון,13.9,2021,6,1,2.78,10,no,,
אובלטים שומשום ראשון,13.9,2021,6,1,2.78,13,no,,
אובלטים שומשום ראשון,13.9,2021,6,1,2.78,28,no,,
אוזני המן בטעמים 600,9.9,2022,1,2,1.65,1,no,,
אוזני המן ללא גלוטן,19.9,2021,2,2,7.96,1,no,,
אוזני המן ללא גלוטן,19.9,2021,2,1,7.96,3,no,,
אוזני המן ללא גלוטן,19.9,2021,2,1,7.96,13,no,,
אוזני המן ללא גלוטן,19.9,2021,2,1,7.96,20,no,,
אוכמניות יח,9.9,2021,8,2,0,1,no,,
אוכמניות יח,9.9,2022,1,4,0,1,#DIV/0!,,
אוכמניות יח,14.9,2022,1,1,0,3,no,,
אוכמניות יח,14.9,2022,1,1,0,3,#DIV/0!,,
אוכמניות יח,9.9,2022,1,2,0,6,no,,
אוכמניות יח,9.9,2022,1,2,0,6,#DIV/0!,,
אוכמניות יח,9.9,2019,12,1,0,9,no,,
אוכמניות יח,9.9,2022,1,1,0,9,#DIV/0!,,
אוכמניות יח,9.9,2022,1,1,0,9,#DIV/0!,,
אוכמניות יח,8.9,2019,12,1,0,10,no,,
אוכמניות יח,14.9,2022,1,1,0,10,#DIV/0!,,
אוכמניות יח,14.9,2022,1,1,0,10,#DIV/0!,,
אוכמניות יח,5.9,2022,1,1,0,13,no,,
אוכמניות יח,7.9,2022,1,1,0,20,no,,
אוכמניות יח,12.9,2022,1,1,0,28,no,,
אוכמניות כחולות קפוא,19.9,2020,7,4,4.97,1,no,,
אוכמניות כחולות קפוא,19.9,2020,7,2,4.97,6,no,,
אוכמניות כחולות קפוא,19.9,2020,7,1,4.97,9,no,,
אוכמניות כחולות קפוא,19.9,2020,7,1,4.97,10,no,,
אוכמניות כחולות קפוא,19.9,2020,7,1,4.97,13,no,,
אוכמניות כחולות קפוא,19.9,2020,7,1,4.97,20,no,,
אולטרסול תחליב הגנה,34.9,2020,5,2,8.73,6,no,,
אומגה 3 סופרהב 90 כמ,49.9,2021,10,1,0,3,no,,
אומגה 3 סופרהב 90 כמ,49.9,2021,10,1,0,9,no,,
אומגה 3 סופרהב 90 כמ,49.9,2021,10,1,0,10,no,,
אומגה 3 סופרהב 90 כמ,49.9,2021,10,1,0,20,no,,
אומגה 3 סופרהב 90 כמ,49.9,2021,10,1,0,28,no,,
אוסובוקו עגל חלב טרי,79.9,2021,4,1,79.9,3,no,,
אוסובוקו עגל טרי עטר,59.9,2021,11,2,59.9,1,no,,
אוסובוקו עגל טרי עטר,59.9,2021,11,1,59.9,3,no,,
אוסובוקו עגל טרי עטר,59.9,2021,12,1,59.9,6,no,,
אוסובוקו עגל טרי עטר,69.9,2021,12,1,69.9,6,0.166944908,,
אוסובוקו עגל טרי עטר,59.9,2021,11,1,59.9,9,no,,
אוסובוקו עגל טרי עטר,59.9,2021,11,1,59.9,10,no,,
אוסובוקו עגל טרי עטר,49.9,2021,11,1,49.9,13,no,,
אוסובוקו עגל טרי עטר,59.9,2021,11,1,59.9,20,no,,
אורביט סטיקס 8*5 יח,13.9,2020,7,8,11.21,1,no,,
אורביט סטיקס 8*5 יח,12.9,2020,7,2,10.4,3,no,,
אורביט סטיקס 8*5 יח,13.9,2020,7,2,11.21,9,no,,
אורביט סטיקס 8*5 יח,13.9,2020,7,1,11.21,10,no,,
אורביט סטיקס 8*5 יח,13.9,2020,7,1,11.21,13,no,,
אורביט סטיקס 8*5 יח,13.9,2020,7,1,11.21,13,0,,
אורביט סטיקס 8*5 יח,13.9,2020,7,1,11.21,20,no,,
אורביט סטיקס 8*5 יח,13.9,2020,7,1,11.21,20,0,,
אורביט סטיקס 8*5 יח,12.9,2020,7,1,10.4,28,no,,
אורביט סטיקס 8*5 יח,12.9,2020,7,1,10.4,28,0,,
אורגנו מיה 35 גרם,5.8,2015,1,4,16.57,1,no,,
אורגנו מיה 35 גרם,5.8,2015,1,1,16.57,3,no,,
אורגנו מיה 35 גרם,5.8,2015,1,2,16.57,6,no,,
אורגנו מיה 35 גרם,5.8,2015,1,1,16.57,9,no,,
אורגנו מיה 35 גרם,5.8,2015,1,1,16.57,10,no,,
אורגנו מיה 35 גרם,5.8,2015,1,1,16.57,13,no,,
אורגנו מיה 35 גרם,5.8,2015,1,1,16.57,20,no,,
אורגנו מיה 35 גרם,4.9,2015,1,1,14,28,no,,
אורגנו פרג 120 גרם,19.9,2015,1,4,16.58,1,no,,
אורגנו פרג 120 גרם,19.9,2015,1,1,16.58,3,no,,
אורגנו פרג 120 גרם,19.9,2015,1,2,16.58,6,no,,
אורגנו פרג 120 גרם,19.9,2015,1,1,16.58,9,no,,
אורגנו פרג 120 גרם,19.9,2015,1,1,16.58,10,no,,
אורגנו פרג 120 גרם,19.9,2015,1,1,16.58,20,no,,
אורגנו פרג 120 גרם,19.9,2015,1,1,16.58,28,no,,
אורגנו שקית מיה 20 ג,3.9,2015,1,4,19.5,1,no,,
אורגנו שקית מיה 20 ג,2.9,2015,1,1,14.5,3,no,,
אורגנו שקית מיה 20 ג,3.9,2015,1,2,19.5,6,no,,
אורגנו שקית מיה 20 ג,3.9,2015,1,1,19.5,9,no,,
אורגנו שקית מיה 20 ג,3.9,2015,1,1,19.5,10,no,,
אורגנו שקית מיה 20 ג,3.9,2015,1,1,19.5,13,no,,
אורגנו שקית מיה 20 ג,3.9,2015,1,1,19.5,20,no,,
אורגנו שקית מיה 20 ג,2.9,2015,1,1,14.5,28,no,,
אורז אוסטרלי עגול 2,19.9,2018,7,1,9.95,3,no,,
אורז אוסטרלי עגול 2,19.9,2018,7,1,9.95,10,no,,
אורז אוסטרלי עגול 2,19.9,2018,7,1,9.95,13,no,,
אורז אוסטרלי עגול שו,39.9,2018,7,4,7.98,1,no,,
אורז אוסטרלי עגול שו,44.9,2018,7,1,8.98,13,no,,
אורז אוסטרלי עגול שו,44.9,2018,7,1,8.98,20,no,,
אורז בסמטי אהרוני 1,10.9,2016,3,4,10.9,1,no,,
אורז בסמטי אהרוני 1,9.9,2016,3,1,9.9,3,no,,
אורז בסמטי אהרוני 1,9.9,2018,3,2,9.9,6,no,,
אורז בסמטי אהרוני 1,9.9,2016,3,1,9.9,9,no,,
אורז בסמטי אהרוני 1,9.9,2016,3,1,9.9,10,no,,
אורז בסמטי אהרוני 1,10.9,2016,3,1,10.9,13,no,,
אורז בסמטי אהרוני 1,10.9,2016,3,1,10.9,20,no,,
אורז בסמטי אינדירה 1,11.9,2017,1,4,8.5,1,no,,
אורז בסמטי אינדירה 1,11.9,2017,1,1,8.5,3,no,,
אורז בסמטי אינדירה 1,11.9,2018,10,1,8.5,3,0,,
אורז בסמטי אינדירה 1,11.9,2017,1,2,8.5,6,no,,
אורז בסמטי אינדירה 1,11.9,2017,1,1,8.5,9,no,,
אורז בסמטי אינדירה 1,11.9,2018,10,1,8.5,9,0,,
אורז בסמטי אינדירה 1,11.9,2017,1,1,8.5,10,no,,
אורז בסמטי אינדירה 1,11.9,2017,1,1,8.5,13,no,,
אורז בסמטי אינדירה 1,11.9,2017,1,1,8.5,20,no,,
אורז בסמטי אינדירה 1,11.9,2017,1,1,8.5,28,no,,
אורז בסמטי אלפנט 1 ק,11.9,2020,6,4,11.9,1,no,,
אורז בסמטי אלפנט 1 ק,9,2020,6,1,9,6,no,,
אורז בסמטי אלפנט 1 ק,9.9,2020,6,1,9.9,9,no,,
אורז בסמטי אלפנט 1 ק,11.9,2020,6,1,11.9,10,no,,
אורז בסמטי אלפנט 1 ק,11.9,2020,6,1,11.9,13,no,,
אורז בסמטי אלפנט 1 ק,11.9,2020,6,1,11.9,20,no,,
אורז בסמטי דאווט 1 ק,11.9,2020,1,4,11.9,1,no,,
אורז בסמטי דאווט 1 ק,11.9,2020,1,1,11.9,6,no,,
אורז בסמטי דאווט 1 ק,11.9,2020,1,1,11.9,9,no,,
אורז בסמטי דאווט 1 ק,11.9,2020,1,1,11.9,10,no,,
אורז בסמטי דאווט 1 ק,9.9,2020,1,1,9.9,13,no,,
אורז בסמטי דאווט 1 ק,11.9,2020,1,1,11.9,20,no,,
אורז בסמטי דאווט 5 ק,49.9,2019,4,1,9.98,3,no,,
אורז בסמטי דאווט 5 ק,49.9,2019,4,1,9.98,6,no,,
אורז בסמטי דאווט 5 ק,49.9,2019,4,1,9.98,9,no,,
אורז בסמטי דוואט 5 ק,49.9,2015,1,1,9.98,6,no,,
אורז בסמטי דוואט 5 ק,49.9,2015,1,1,9.98,9,no,,
אורז בסמטי דוואט 5 ק,44.9,2015,1,1,8.98,10,no,,
אורז בסמטי דוואט 5 ק,39.9,2015,1,1,7.98,13,no,,
אורז בסמטי דוואט 5 ק,49.9,2015,1,1,9.98,20,no,,
אורז בסמטי הודי הר ה,19.9,2021,10,1,3.98,13,no,,
אורז בסמטי הודי הר ה,19.9,2021,10,1,3.98,20,no,,
אורז בסמטי הודי שקדי,36.9,2015,1,4,7.38,1,no,,
אורז בסמטי הודי שקדי,49.9,2015,1,1,9.98,3,no,,
אורז בסמטי הודי שקדי,49.9,2015,1,2,9.98,6,no,,
אורז בסמטי הודי שקדי,36.9,2015,1,1,7.38,9,no,,
אורז בסמטי הודי שקדי,44.9,2019,2,1,8.98,10,no,,
אורז בסמטי הודי שקדי,49.9,2015,1,1,9.98,13,no,,
אורז בסמטי הודי שקדי,49.9,2015,1,1,9.98,20,no,,
אורז בסמטי חום מלא ד,11.9,2020,1,4,11.9,1,no,,
אורז בסמטי חום מלא ד,11.9,2020,1,1,11.9,3,no,,
אורז בסמטי חום מלא ד,11.9,2020,1,2,11.9,6,no,,
אורז בסמטי חום מלא ד,11.9,2020,1,1,11.9,9,no,,
אורז בסמטי חום מלא ד,11.9,2020,1,1,11.9,10,no,,
אורז בסמטי חום מלא ד,9.9,2020,1,1,9.9,13,no,,
אורז בסמטי חום מלא ד,11.9,2020,1,1,11.9,20,no,,
אורז בסמטי חום מלא ד,11.9,2020,1,1,11.9,28,no,,
אורז בסמטי מלא סוגת,13.9,2019,10,1,13.9,3,no,,
אורז בסמטי מלא סוגת,13.9,2018,11,1,13.9,20,no,,
אורז בסמטי מלא סוגת,11.9,2018,11,1,11.9,28,no,,
"אורז בסמטי סוגת 1 ק""",12.9,2018,11,4,12.9,1,no,,
"אורז בסמטי סוגת 1 ק""",11.9,2019,9,1,11.9,3,no,,
"אורז בסמטי סוגת 1 ק""",12.9,2018,11,2,12.9,6,no,,
"אורז בסמטי סוגת 1 ק""",12.9,2018,11,1,12.9,9,no,,
"אורז בסמטי סוגת 1 ק""",12.9,2015,9,1,12.9,10,no,,
"אורז בסמטי סוגת 1 ק""",13.9,2018,11,1,13.9,13,no,,
"אורז בסמטי סוגת 1 ק""",13.9,2018,11,1,13.9,20,no,,
"אורז בסמטי סוגת 1 ק""",11.9,2018,11,1,11.9,28,no,,
אורז בסמטי סלקטד 1 ק,11.9,2021,7,1,11.9,3,no,,
אורז בסמטי סלקטד 1 ק,11.9,2021,7,1,11.9,9,no,,
אורז בסמטי סלקטד 1 ק,11.9,2021,7,1,11.9,10,no,,
אורז בסמטי סלקטד 1 ק,11.9,2021,7,1,11.9,20,no,,
אורז בסמטי סלקטד 1 ק,11.9,2021,7,1,11.9,28,no,,
אורז בסמטי שוקחה 5 ק,39.9,2017,11,2,7.98,1,no,,
אורז בסמטי שוקחה 5 ק,39.9,2017,11,1,7.98,9,no,,
אורז בסמטי שוקחה 5 ק,39.9,2017,11,1,7.98,13,no,,
אורז בסמטי שוקחה 5 ק,39.9,2017,11,1,7.98,20,no,,
אורז בסמטי שקדיה 1 ק,9.9,2021,9,4,9.9,1,no,,
אורז בסמטי שקדיה 1 ק,9.9,2021,9,1,9.9,3,no,,
אורז בסמטי שקדיה 1 ק,9.9,2021,9,2,9.9,6,no,,
אורז בסמטי שקדיה 1 ק,9.9,2021,9,1,9.9,9,no,,
אורז בסמטי שקדיה 1 ק,9.9,2021,9,1,9.9,10,no,,
אורז בסמטי שקדיה 1 ק,9.9,2021,9,1,9.9,13,no,,
אורז בסמטי שקדיה 1 ק,9.9,2021,9,1,9.9,20,no,,
"אורז יסמין סוגת 1 ק""",10.9,2021,12,4,10.9,1,no,,
"אורז יסמין סוגת 1 ק""",10.9,2021,12,1,10.9,3,no,,
"אורז יסמין סוגת 1 ק""",10.9,2021,12,2,10.9,6,no,,
"אורז יסמין סוגת 1 ק""",10.9,2021,12,1,10.9,9,no,,
"אורז יסמין סוגת 1 ק""",9.9,2021,12,1,9.9,10,no,,
"אורז יסמין סוגת 1 ק""",10.9,2021,12,1,10.9,13,no,,
"אורז יסמין סוגת 1 ק""",10.9,2021,12,1,10.9,20,no,,
"אורז יסמין סוגת 1 ק""",10.9,2021,12,1,10.9,28,no,,
אורז יסמין שוקחה 5 ק,39.9,2018,7,4,7.98,1,no,,
אורז יסמין שוקחה 5 ק,39.9,2018,7,1,7.98,9,no,,
אורז יסמין שוקחה 5 ק,39.9,2018,7,1,7.98,10,no,,
אורז יסמין שוקחה 5 ק,44.9,2018,7,1,8.98,13,no,,
אורז יסמין שוקחה 5 ק,44.9,2018,7,1,8.98,20,no,,
אורז יסמין שקדיה 5 ק,36.9,2015,1,4,7.38,1,no,,
אורז יסמין שקדיה 5 ק,37.9,2015,1,1,7.58,3,no,,
אורז יסמין שקדיה 5 ק,39.9,2015,1,2,7.98,6,no,,
אורז יסמין שקדיה 5 ק,36.9,2015,1,1,7.38,9,no,,
אורז יסמין שקדיה 5 ק,37.9,2015,1,1,7.58,10,no,,
אורז יסמין שקדיה 5 ק,39.9,2015,1,1,7.98,13,no,,
אורז יסמין שקדיה 5 ק,19.9,2015,1,1,3.98,20,no,,
אורז יסמין ששון הקול,22.9,2020,6,4,4.58,1,no,,
אורז יסמין ששון הקול,22.9,2020,6,1,4.58,3,no,,
אורז יסמין ששון הקול,22.9,2020,6,2,4.58,6,no,,
אורז יסמין ששון הקול,22.9,2020,6,1,4.58,9,no,,
אורז יסמין ששון הקול,22.9,2020,6,1,4.58,10,no,,
אורז יסמין ששון הקול,22.9,2020,6,1,4.58,13,no,,
אורז יסמין ששון הקול,19.9,2020,6,1,3.98,20,no,,
אורז מלא אינדירה 1.4,9.9,2022,1,4,7.07,1,no,,
אורז מלא אינדירה 1.4,9.9,2022,1,2,7.07,6,no,,
אורז מלא אינדירה 1.4,9.9,2022,1,1,7.07,9,no,,
אורז מלא אינדירה 1.4,9.9,2022,1,1,7.07,10,no,,
אורז מלא אינדירה 1.4,9.9,2022,1,1,7.07,13,no,,
אורז מלא אינדירה 1.4,9.9,2022,1,1,7.07,20,no,,
אורז מלא אינדירה 1.4,9.9,2022,1,1,7.07,28,no,,
"אורז מלא מיה 1 ק""ג",6.9,2020,7,1,6.9,3,no,,
"אורז מלא מיה 1 ק""ג",4.9,2020,7,1,4.9,9,no,,
"אורז מלא מיה 1 ק""ג",6.9,2020,7,1,6.9,10,no,,
אורז מלא סלקטד 500 ג,9.7,2015,1,1,1.94,9,no,,
אורז מלא סלקטד 500 ג,9.7,2015,1,1,1.94,10,no,,
אורז סושי,11.9,2016,1,2,11.9,1,no,,
אורז סושי,11.9,2016,1,1,11.9,3,no,,
אורז סושי,11.9,2016,1,1,11.9,10,no,,
אורז פרסי אינדירה 1.,9.9,2015,1,4,7.07,1,no,,
אורז פרסי אינדירה 1.,9.9,2015,1,1,7.07,3,no,,
אורז פרסי אינדירה 1.,9.9,2015,1,2,7.07,6,no,,
אורז פרסי אינדירה 1.,9.9,2015,1,1,7.07,9,no,,
אורז פרסי אינדירה 1.,9.9,2015,1,1,7.07,10,no,,
אורז פרסי אינדירה 1.,9.9,2015,1,1,7.07,13,no,,
אורז פרסי אינדירה 1.,9.9,2015,1,1,7.07,20,no,,
אורז פרסי אינדירה 1.,9.9,2015,1,1,7.07,28,no,,
"אורז פרסי סוגת 1 ק""ג",9.9,2018,7,4,9.9,1,no,,
"אורז פרסי סוגת 1 ק""ג",6.9,2018,7,1,6.9,3,no,,
"אורז פרסי סוגת 1 ק""ג",9.9,2018,7,2,9.9,6,no,,
"אורז פרסי סוגת 1 ק""ג",7.9,2018,7,1,7.9,9,no,,
"אורז פרסי סוגת 1 ק""ג",7.9,2018,7,1,7.9,10,no,,
"אורז פרסי סוגת 1 ק""ג",9.9,2018,7,1,9.9,13,no,,
"אורז פרסי סוגת 1 ק""ג",9.9,2018,7,1,9.9,20,no,,
"אורז פרסי סוגת 1 ק""ג",6.9,2018,7,1,6.9,28,no,,
"אורז פרסי סלקטד 1 ק""",11.9,2015,9,1,11.9,6,no,,
"אורז פרסי סלקטד 1 ק""",11.9,2015,9,1,11.9,9,no,,
"אורז פרסי סלקטד 1 ק""",11.9,2015,9,1,11.9,10,no,,
אורז פרסי סלקטד 1.8,19.9,2017,3,1,11.06,3,no,,
אורז פרסי סלקטד 1.8,19.9,2017,3,1,11.06,9,no,,
אורז פרסי סלקטד 1.8,19.9,2017,3,1,11.06,10,no,,
אורז פרסי סלקטד 1.8,19.9,2017,3,1,11.06,13,no,,
אורז פרסי סלקטד 1.8,19.9,2017,3,1,11.06,20,no,,
אורז פרסי סלקטד 1.8,19.9,2017,3,1,11.06,28,no,,
אורז פרסי עממי סלקטד,8.9,2015,1,1,8.9,28,no,,
אורז קלרוז מזרח ומער,11.5,2022,1,4,11.5,1,no,,
אורז קלרוז מזרח ומער,9.9,2022,1,2,9.9,6,no,,
אורז קלרוז מזרח ומער,11.5,2022,1,1,11.5,9,no,,
אורז קלרוז מזרח ומער,11.5,2022,1,1,11.5,10,no,,
אורז קלרוז מזרח ומער,11.5,2022,1,1,11.5,13,no,,
אורז קלרוז מזרח ומער,11.5,2022,1,1,11.5,20,no,,
אורז ריזוטו אינדירה,9.9,2022,1,4,7.07,1,no,,
אורז ריזוטו אינדירה,9.9,2022,1,2,7.07,6,no,,
אורז ריזוטו אינדירה,9.9,2022,1,1,7.07,9,no,,
אורז ריזוטו אינדירה,9.9,2022,1,1,7.07,10,no,,
אורז ריזוטו אינדירה,9.9,2022,1,1,7.07,13,no,,
אורז ריזוטו אינדירה,9.9,2022,1,1,7.07,20,no,,
אורז ריזוטו אינדירה,9.9,2022,1,1,7.07,28,no,,
אורז ריזוטו עגול מיה,7.9,2016,2,1,7.9,3,no,,
אורז ריזוטו עגול מיה,5.9,2016,2,1,5.9,9,no,,
אורז ריזוטו עגול סוג,9.9,2020,2,4,9.9,1,no,,
אורז ריזוטו עגול סוג,7.9,2020,2,1,7.9,3,no,,
אורז ריזוטו עגול סוג,9.9,2020,2,2,9.9,6,no,,
אורז ריזוטו עגול סוג,7.9,2021,12,1,7.9,9,no,,
אורז ריזוטו עגול סוג,7.9,2020,2,1,7.9,10,no,,
אורז ריזוטו עגול סוג,9.9,2020,2,1,9.9,13,no,,
אורז ריזוטו עגול סוג,9.9,2020,2,1,9.9,20,no,,
אורז ריזוטו עגול סוג,9.9,2020,2,1,9.9,28,no,,
אטבי כביסה אולינהום,17.9,2020,2,4,0,1,no,,
אטבי כביסה אולינהום,17.9,2021,5,4,0,1,#DIV/0!,,
אטבי כביסה אולינהום,17.9,2020,2,1,0,3,no,,
אטבי כביסה אולינהום,17.9,2021,5,1,0,3,#DIV/0!,,
אטבי כביסה אולינהום,17.9,2020,2,2,0,6,no,,
אטבי כביסה אולינהום,17.9,2021,5,2,0,6,#DIV/0!,,
אטבי כביסה אולינהום,17.9,2020,2,1,0,9,no,,
אטבי כביסה אולינהום,17.9,2021,5,1,0,9,#DIV/0!,,
אטבי כביסה אולינהום,17.9,2020,2,1,0,10,no,,
אטבי כביסה אולינהום,17.9,2021,5,1,0,10,#DIV/0!,,
אטבי כביסה אולינהום,17.9,2020,2,1,0,13,no,,
אטבי כביסה אולינהום,17.9,2021,5,1,0,13,#DIV/0!,,
אטבי כביסה אולינהום,17.9,2020,2,1,0,20,no,,
אטבי כביסה אולינהום,17.9,2021,5,1,0,20,#DIV/0!,,
אטבי כביסה אולינהום,17.9,2020,2,1,0,28,no,,
אטבי כביסה אולינהום,17.9,2021,5,1,0,28,#DIV/0!,,
אטבי כביסה מסיליקון,17.9,2021,9,4,0,1,no,,
אטבי כביסה מסיליקון,17.9,2021,9,1,0,3,no,,
אטבי כביסה מסיליקון,17.9,2021,9,2,0,6,no,,
